Esperanto,Lowercase Esperanto,Trimmed,Esperanto Length
ĝena ,ĝena ,ĝena,4
ĝene ,ĝene ,ĝene,4
ĝeni ,ĝeni ,ĝeni,4
geno ,geno ,geno,4
ĝeno ,ĝeno ,ĝeno,4
geto ,geto ,geto,4
ĝeto ,ĝeto ,ĝeto,4
ĝiba ,ĝiba ,ĝiba,4
gibi ,gibi ,gibi,4
ĝibo ,ĝibo ,ĝibo,4
Gigo ,gigo ,gigo,4
ĝigo ,ĝigo ,ĝigo,4
ĝino ,ĝino ,ĝino,4
giri ,giri ,giri,4
ĝiri ,ĝiri ,ĝiri,4
ĝiro ,ĝiro ,ĝiro,4
ĝis! ,ĝis! ,ĝis!,4
gisi ,gisi ,gisi,4
ĝisi ,ĝisi ,ĝisi,4
giso ,giso ,giso,4
ĝiso ,ĝiso ,ĝiso,4
glua ,glua ,glua,4
glui ,glui ,glui,4
gluo ,gluo ,gluo,4
gnuo ,gnuo ,gnuo,4
ĝogi ,ĝogi ,ĝogi,4
Gogo ,gogo ,gogo,4
ĝoja ,ĝoja ,ĝoja,4
ĝoje ,ĝoje ,ĝoje,4
ĝoji ,ĝoji ,ĝoji,4
gojo ,gojo ,gojo,4
ĝojo ,ĝojo ,ĝojo,4
goli ,goli ,goli,4
golo ,golo ,golo,4
gota ,gota ,gota,4
goto ,goto ,goto,4
grio ,grio ,grio,4
gruo ,gruo ,gruo,4
Gruo ,gruo ,gruo,4
gufo ,gufo ,gufo,4
gulo ,gulo ,gulo,4
gumi ,gumi ,gumi,4
gumo ,gumo ,gumo,4
guŝo ,guŝo ,guŝo,4
gute ,gute ,gute,4
guti ,guti ,guti,4
guto ,guto ,guto,4
haĉi ,haĉi ,haĉi,4
haĉo ,haĉo ,haĉo,4
haga ,haga ,haga,4
Hago ,hago ,hago,4
haĝo ,haĝo ,haĝo,4
haki ,haki ,haki,4
hako ,hako ,hako,4
halo ,halo ,halo,4
Ĥamo ,ĥamo ,ĥamo,4
ĥano ,ĥano ,ĥano,4
haro ,haro ,haro,4
hati ,hati ,hati,4
ĥato ,ĥato ,ĥato,4
havi ,havi ,havi,4
havo ,havo ,havo,4
heĝo ,heĝo ,heĝo,4
hela ,hela ,hela,4
hele ,hele ,hele,4
helo ,helo ,helo,4
heni ,heni ,heni,4
heno ,heno ,heno,4
Hero ,hero ,hero,4
hesa ,hesa ,hesa,4
heso ,heso ,heso,4
hico ,hico ,hico,4
hida ,hida ,hida,4
hide ,hide ,hide,4
hiki ,hiki ,hiki,4
ĥilo ,ĥilo ,ĥilo,4
ĥimo ,ĥimo ,ĥimo,4
ĥina ,ĥina ,ĥina,4
hino ,hino ,hino,4
Ĥino ,ĥino ,ĥino,4
hisi ,hisi ,hisi,4
hoj! ,hoj! ,hoj!,4
hoji ,hoji ,hoji,4
hoka ,hoka ,hoka,4
hoki ,hoki ,hoki,4
hoko ,hoko ,hoko,4
hola ,hola ,hola,4
homa ,homa ,homa,4
home ,home ,home,4
homo ,homo ,homo,4
hopi ,hopi ,hopi,4
ĥora ,ĥora ,ĥora,4
hore ,hore ,hore,4
ĥore ,ĥore ,ĥore,4
horo ,horo ,horo,4
ĥoro ,ĥoro ,ĥoro,4
hoso ,hoso ,hoso,4
htŝu ,htŝu ,htŝu,4
hubo ,hubo ,hubo,4
hufo ,hufo ,hufo,4
Hugo ,hugo ,hugo,4
huli ,huli ,huli,4
hulo ,hulo ,hulo,4
humo ,humo ,humo,4
huno ,huno ,huno,4
huoj ,huoj ,huoj,4
hupi ,hupi ,hupi,4
hupo ,hupo ,hupo,4
hura ,hura ,hura,4
huri ,huri ,huri,4
huro ,huro ,huro,4
huŝi ,huŝi ,huŝi,4
huzo ,huzo ,huzo,4
i.a. ,i.a. ,i.a.,4
I.L. ,i.l. ,i.l.,4
iama ,iama ,iama,4
iamo ,iamo ,iamo,4
idea ,idea ,idea,4
ideo ,ideo ,ideo,4
iduo ,iduo ,iduo,4
iele ,iele ,iele,4
igba ,igba ,igba,4
iglo ,iglo ,iglo,4
ikso ,ikso ,ikso,4
ikto ,ikto ,ikto,4
ileo ,ileo ,ileo,4
ilia ,ilia ,ilia,4
ilin ,ilin ,ilin,4
ilio ,ilio ,ilio,4
iloj ,iloj ,iloj,4
inda ,inda ,inda,4
inde ,inde ,inde,4
indi ,indi ,indi,4
indo ,indo ,indo,4
Inĝ. ,inĝ. ,inĝ.,4
ingi ,ingi ,ingi,4
ingo ,ingo ,ingo,4
inki ,inki ,inki,4
inko ,inko ,inko,4
ioma ,ioma ,ioma,4
Iono ,iono ,iono,4
iova ,iova ,iova,4
Ipro ,ipro ,ipro,4
ismo ,ismo ,ismo,4
Isro ,isro ,isro,4
isto ,isto ,isto,4
jada ,jada ,jada,4
jado ,jado ,jado,4
ĵaka ,ĵaka ,ĵaka,4
jako ,jako ,jako,4
ĵako ,ĵako ,ĵako,4
jama ,jama ,jama,4
ĵami ,ĵami ,ĵami,4
Jamo ,jamo ,jamo,4
Jano ,jano ,jano,4
jara ,jara ,jara,4
jare ,jare ,jare,4
jaro ,jaro ,jaro,4
ĵaro ,ĵaro ,ĵaro,4
jato ,jato ,jato,4
jaŭa ,jaŭa ,jaŭa,4
java ,java ,java,4
Javo ,javo ,javo,4
jazo ,jazo ,jazo,4
ĵazo ,ĵazo ,ĵazo,4
jena ,jena ,jena,4
jene ,jene ,jene,4
jeno ,jeno ,jeno,4
jesa ,jesa ,jesa,4
jese ,jese ,jese,4
jesi ,jesi ,jesi,4
jeso ,jeso ,jeso,4
jeti ,jeti ,jeti,4
ĵeti ,ĵeti ,ĵeti,4
jeto ,jeto ,jeto,4
ĵeto ,ĵeto ,ĵeto,4
ĵibo ,ĵibo ,ĵibo,4
Jida ,jida ,jida,4
Jido ,jido ,jido,4
ĵigo ,ĵigo ,ĵigo,4
ĵino ,ĵino ,ĵino,4
ĵipo ,ĵipo ,ĵipo,4
jodo ,jodo ,jodo,4
ĵogi ,ĵogi ,ĵogi,4
jogo ,jogo ,jogo,4
jolo ,jolo ,jolo,4
Jona ,jona ,jona,4
jono ,jono ,jono,4
jori ,jori ,jori,4
joro ,joro ,joro,4
ĵosi ,ĵosi ,ĵosi,4
joto ,joto ,joto,4
juda ,juda ,juda,4
ĵudi ,ĵudi ,ĵudi,4
Judo ,judo ,judo,4
ĵudo ,ĵudo ,ĵudo,4
juĝa ,juĝa ,juĝa,4
jugi ,jugi ,jugi,4
juĝi ,juĝi ,juĝi,4
jugo ,jugo ,jugo,4
juĝo ,juĝo ,juĝo,4
juki ,juki ,juki,4
juko ,juko ,juko,4
juli ,juli ,juli,4
Julo ,julo ,julo,4
ĵulo ,ĵulo ,ĵulo,4
Ĵulo ,ĵulo ,ĵulo,4
juna ,juna ,juna,4
Juno ,juno ,juno,4
Ĵuno ,ĵuno ,ĵuno,4
jupo ,jupo ,jupo,4
jura ,jura ,jura,4
ĵura ,ĵura ,ĵura,4
jure ,jure ,jure,4
ĵuri ,ĵuri ,ĵuri,4
Juro ,juro ,juro,4
juro ,juro ,juro,4
ĵuro ,ĵuro ,ĵuro,4
ĵusa ,ĵusa ,ĵusa,4
juso ,juso ,juso,4
ĵuso ,ĵuso ,ĵuso,4
juta ,juta ,juta,4
juto ,juto ,juto,4
k-do ,k-do ,k-do,4
K-io ,k-io ,k-io,4
k.a. ,k.a. ,k.a.,4
k.c. ,k.c. ,k.c.,4
k.s. ,k.s. ,k.s.,4
kaba ,kaba ,kaba,4
kabo ,kabo ,kabo,4
kaco ,kaco ,kaco,4
kaĉo ,kaĉo ,kaĉo,4
kafo ,kafo ,kafo,4
kaĝo ,kaĝo ,kaĝo,4
kajo ,kajo ,kajo,4
kala ,kala ,kala,4
kalo ,kalo ,kalo,4
Kamo ,kamo ,kamo,4
kana ,kana ,kana,4
kano ,kano ,kano,4
kapo ,kapo ,kapo,4
kara ,kara ,kara,4
kaŝa ,kaŝa ,kaŝa,4
kaŝe ,kaŝe ,kaŝe,4
kaŝi ,kaŝi ,kaŝi,4
kaso ,kaso ,kaso,4
kaŝo ,kaŝo ,kaŝo,4
kata ,kata ,kata,4
kato ,kato ,kato,4
kava ,kava ,kava,4
kavi ,kavi ,kavi,4
kavo ,kavo ,kavo,4
kazo ,kazo ,kazo,4
KD-a ,kd-a ,kd-a,4
kelo ,kelo ,kelo,4
keno ,keno ,keno,4
kepo ,kepo ,kepo,4
kero ,kero ,kero,4
kial ,kial ,kial,4
kiam ,kiam ,kiam,4
kian ,kian ,kian,4
kiĉa ,kiĉa ,kiĉa,4
kiĉo ,kiĉo ,kiĉo,4
kiel ,kiel ,kiel,4
kien ,kien ,kien,4
kieo ,kieo ,kieo,4
kies ,kies ,kies,4
kilo ,kilo ,kilo,4
kino ,kino ,kino,4
kiom ,kiom ,kiom,4
kipo ,kipo ,kipo,4
kisi ,kisi ,kisi,4
kiso ,kiso ,kiso,4
kiŝo ,kiŝo ,kiŝo,4
kiuj ,kiuj ,kiuj,4
kiun ,kiun ,kiun,4
kivo ,kivo ,kivo,4
kleo ,kleo ,kleo,4
koĉo ,koĉo ,koĉo,4
koda ,koda ,koda,4
kodi ,kodi ,kodi,4
kodo ,kodo ,kodo,4
koko ,koko ,koko,4
kole ,kole ,kole,4
Kolo ,kolo ,kolo,4
kolo ,kolo ,kolo,4
komo ,komo ,komo,4
koni ,koni ,koni,4
kono ,kono ,kono,4
kora ,kora ,kora,4
kore ,kore ,kore,4
koro ,koro ,koro,4
kosa ,kosa ,kosa,4
koso ,koso ,koso,4
koŝo ,koŝo ,koŝo,4
kota ,kota ,kota,4
koti ,koti ,koti,4
koto ,koto ,koto,4
kovi ,kovi ,kovi,4
krea ,krea ,krea,4
krei ,krei ,krei,4
kreo ,kreo ,kreo,4
krie ,krie ,krie,4
krii ,krii ,krii,4
krio ,krio ,krio,4
krom ,krom ,krom,4
ksio ,ksio ,ksio,4
ktp. ,ktp. ,ktp.,4
kuba ,kuba ,kuba,4
kube ,kube ,kube,4
Kubo ,kubo ,kubo,4
kubo ,kubo ,kubo,4
kufo ,kufo ,kufo,4
kuja ,kuja ,kuja,4
kuko ,kuko ,kuko,4
kulo ,kulo ,kulo,4
kun- ,kun- ,kun-,4
kuna ,kuna ,kuna,4
kune ,kune ,kune,4
kuni ,kuni ,kuni,4
kupo ,kupo ,kupo,4
kuri ,kuri ,kuri,4
kuro ,kuro ,kuro,4
kuru ,kuru ,kuru,4
kuŝa ,kuŝa ,kuŝa,4
kuŝe ,kuŝe ,kuŝe,4
kuŝi ,kuŝi ,kuŝi,4
kuvo ,kuvo ,kuvo,4
kuzo ,kuzo ,kuzo,4
kvad ,kvad ,kvad,4
kvar ,kvar ,kvar,4
kver ,kver ,kver,4
kvin ,kvin ,kvin,4
laca ,laca ,laca,4
lace ,lace ,lace,4
laĉi ,laĉi ,laĉi,4
laĉo ,laĉo ,laĉo,4
lada ,lada ,lada,4
lado ,lado ,lado,4
lafa ,lafa ,lafa,4
lafo ,lafo ,lafo,4
lago ,lago ,lago,4
laki ,laki ,laki,4
lako ,lako ,lako,4
lama ,lama ,lama,4
lame ,lame ,lame,4
lami ,lami ,lami,4
lamo ,lamo ,lamo,4
lana ,lana ,lana,4
lano ,lano ,lano,4
lapo ,lapo ,lapo,4
laro ,laro ,laro,4
lasi ,lasi ,lasi,4
lato ,lato ,lato,4
laŭa ,laŭa ,laŭa,4
laŭe ,laŭe ,laŭe,4
lavi ,lavi ,lavi,4
lavo ,lavo ,lavo,4
lazi ,lazi ,lazi,4
lazo ,lazo ,lazo,4
leda ,leda ,leda,4
ledo ,ledo ,ledo,4
leĝa ,leĝa ,leĝa,4
leĝe ,leĝe ,leĝe,4
legi ,legi ,legi,4
leĝo ,leĝo ,leĝo,4
leki ,leki ,leki,4
lemo ,lemo ,lemo,4
Leno ,leno ,leno,4
Leto ,leto ,leto,4
levi ,levi ,levi,4
levo ,levo ,levo,4
lezi ,lezi ,lezi,4
lezo ,lezo ,lezo,4
lica ,lica ,lica,4
lici ,lici ,lici,4
ligi ,ligi ,ligi,4
ligo ,ligo ,ligo,4
liki ,liki ,liki,4
liko ,liko ,liko,4
lila ,lila ,lila,4
lilo ,lilo ,lilo,4
lima ,lima ,lima,4
limi ,limi ,limi,4
limo ,limo ,limo,4
lino ,lino ,lino,4
Lino ,lino ,lino,4
lipo ,lipo ,lipo,4
liro ,liro ,liro,4
Liro ,liro ,liro,4
liro ,liro ,liro,4
lite ,lite ,lite,4
lito ,lito ,lito,4
liva ,liva ,liva,4
lobo ,lobo ,lobo,4
lodo ,lodo ,lodo,4
lofi ,lofi ,lofi,4
logi ,logi ,logi,4
loĝi ,loĝi ,loĝi,4
logo ,logo ,logo,4
loka ,loka ,loka,4
loke ,loke ,loke,4
loki ,loki ,loki,4
loko ,loko ,loko,4
lolo ,lolo ,lolo,4
lomo ,lomo ,lomo,4
lopi ,lopi ,lopi,4
loti ,loti ,loti,4
loto ,loto ,loto,4
loza ,loza ,loza,4
luba ,luba ,luba,4
ludi ,ludi ,ludi,4
ludo ,ludo ,ludo,4
lufo ,lufo ,lufo,4
luĝi ,luĝi ,luĝi,4
luĝo ,luĝo ,luĝo,4
luko ,luko ,luko,4
luli ,luli ,luli,4
luma ,luma ,luma,4
lumi ,lumi ,lumi,4
lumo ,lumo ,lumo,4
luna ,luna ,luna,4
luno ,luno ,luno,4
lupo ,lupo ,lupo,4
luti ,luti ,luti,4
luto ,luto ,luto,4
luvi ,luvi ,luvi,4
maĉi ,maĉi ,maĉi,4
maco ,maco ,maco,4
maĉo ,maĉo ,maĉo,4
Mag. ,mag. ,mag.,4
mago ,mago ,mago,4
maĥo ,maĥo ,maĥo,4
Majo ,majo ,majo,4
mal- ,mal- ,mal-,4
mala ,mala ,mala,4
male ,male ,male,4
mali ,mali ,mali,4
malo ,malo ,malo,4
mamo ,mamo ,mamo,4
mana ,mana ,mana,4
mane ,mane ,mane,4
mano ,mano ,mano,4
mapi ,mapi ,mapi,4
mapo ,mapo ,mapo,4
mara ,mara ,mara,4
mare ,mare ,mare,4
maro ,maro ,maro,4
maso ,maso ,maso,4
maŝo ,maŝo ,maŝo,4
mati ,mati ,mati,4
mato ,mato ,mato,4
mava ,mava ,mava,4
meĉo ,meĉo ,meĉo,4
medo ,medo ,medo,4
meki ,meki ,meki,4
melo ,melo ,melo,4
mema ,mema ,mema,4
memo ,memo ,memo,4
meso ,meso ,meso,4
meti ,meti ,meti,4
mevo ,mevo ,mevo,4
meza ,meza ,meza,4
meze ,meze ,meze,4
mezo ,mezo ,mezo,4
mila ,mila ,mila,4
milo ,milo ,milo,4
mimi ,mimi ,mimi,4
mimo ,mimo ,mimo,4
mini ,mini ,mini,4
mino ,mino ,mino,4
mira ,mira ,mira,4
mire ,mire ,mire,4
miri ,miri ,miri,4
miro ,miro ,miro,4
mis- ,mis- ,mis-,4
misa ,misa ,misa,4
mise ,mise ,mise,4
misi ,misi ,misi,4
miso ,miso ,miso,4
mita ,mita ,mita,4
mito ,mito ,mito,4
moda ,moda ,moda,4
modo ,modo ,modo,4
moka ,moka ,moka,4
moke ,moke ,moke,4
moki ,moki ,moki,4
moko ,moko ,moko,4
mola ,mola ,mola,4
mole ,mole ,mole,4
molo ,molo ,molo,4
mona ,mona ,mona,4
mono ,mono ,mono,4
moro ,moro ,moro,4
moto ,moto ,moto,4
mova ,mova ,mova,4
movi ,movi ,movi,4
movo ,movo ,movo,4
Mozo ,mozo ,mozo,4
mufo ,mufo ,mufo,4
muĝi ,muĝi ,muĝi,4
muĝo ,muĝo ,muĝo,4
muka ,muka ,muka,4
muko ,muko ,muko,4
mulo ,mulo ,mulo,4
mumo ,mumo ,mumo,4
muro ,muro ,muro,4
muso ,muso ,muso,4
muŝo ,muŝo ,muŝo,4
muta ,muta ,muta,4
muzo ,muzo ,muzo,4
n-ro ,n-ro ,n-ro,4
N.B. ,n.b. ,n.b.,4
nabo ,nabo ,nabo,4
naĝe ,naĝe ,naĝe,4
naĝi ,naĝi ,naĝi,4
nana ,nana ,nana,4
nano ,nano ,nano,4
napo ,napo ,napo,4
naso ,naso ,naso,4
naŭa ,naŭa ,naŭa,4
naŭe ,naŭe ,naŭe,4
navo ,navo ,navo,4
naza ,naza ,naza,4
nazo ,nazo ,nazo,4
Nedo ,nedo ,nedo,4
nega ,nega ,nega,4
neĝa ,neĝa ,neĝa,4
negi ,negi ,negi,4
neĝi ,neĝi ,neĝi,4
nego ,nego ,nego,4
neĝo ,neĝo ,neĝo,4
nepo ,nepo ,nepo,4
neta ,neta ,neta,4
nete ,nete ,nete,4
neto ,neto ,neto,4
nevo ,nevo ,nevo,4
Nevo ,nevo ,nevo,4
niĉo ,niĉo ,niĉo,4
nifo ,nifo ,nifo,4
Nilo ,nilo ,nilo,4
Niso ,niso ,niso,4
niti ,niti ,niti,4
nito ,nito ,nito,4
niua ,niua ,niua,4
Niuo ,niuo ,niuo,4
nizo ,nizo ,nizo,4
noca ,noca ,noca,4
noci ,noci ,noci,4
noĉo ,noĉo ,noĉo,4
nodi ,nodi ,nodi,4
nodo ,nodo ,nodo,4
noma ,noma ,noma,4
nome ,nome ,nome,4
nomi ,nomi ,nomi,4
nomo ,nomo ,nomo,4
Nomo ,nomo ,nomo,4
noti ,noti ,noti,4
noto ,noto ,noto,4
nova ,nova ,nova,4
nove ,nove ,nove,4
nuba ,nuba ,nuba,4
nube ,nube ,nube,4
nubo ,nubo ,nubo,4
nuda ,nuda ,nuda,4
nude ,nude ,nude,4
nuko ,nuko ,nuko,4
nula ,nula ,nula,4
nuli ,nuli ,nuli,4
nulo ,nulo ,nulo,4
nuna ,nuna ,nuna,4
nune ,nune ,nune,4
nuno ,nuno ,nuno,4
nura ,nura ,nura,4
nure ,nure ,nure,4
oazo ,oazo ,oazo,4
obea ,obea ,obea,4
obee ,obee ,obee,4
obei ,obei ,obei,4
obeo ,obeo ,obeo,4
obio ,obio ,obio,4
oble ,oble ,oble,4
oblo ,oblo ,oblo,4
oĉjo ,oĉjo ,oĉjo,4
Odro ,odro ,odro,4
oero ,oero ,oero,4
ofta ,ofta ,ofta,4
ofte ,ofte ,ofte,4
ofto ,ofto ,ofto,4
ogro ,ogro ,ogro,4
ohia ,ohia ,ohia,4
Ohio ,ohio ,ohio,4
Okao ,okao ,okao,4
okej ,okej ,okej,4
okro ,okro ,okro,4
okso ,okso ,okso,4
olda ,olda ,olda,4
olei ,olei ,olei,4
oleo ,oleo ,oleo,4
onda ,onda ,onda,4
ondi ,ondi ,ondi,4
ondo ,ondo ,ondo,4
onia ,onia ,onia,4
onjo ,onjo ,onjo,4
opio ,opio ,opio,4
orbo ,orbo ,orbo,4
orda ,orda ,orda,4
orde ,orde ,orde,4
ordi ,ordi ,ordi,4
ordo ,ordo ,ordo,4
orfa ,orfa ,orfa,4
orfo ,orfo ,orfo,4
orko ,orko ,orko,4
orli ,orli ,orli,4
orlo ,orlo ,orlo,4
orno ,orno ,orno,4
orta ,orta ,orta,4
orto ,orto ,orto,4
Oslo ,oslo ,oslo,4
osta ,osta ,osta,4
osto ,osto ,osto,4
ovio ,ovio ,ovio,4
ovri ,ovri ,ovri,4
p.a. ,p.a. ,p.a.,4
p.K. ,p.k. ,p.k.,4
p.s. ,p.s. ,p.s.,4
paca ,paca ,paca,4
pace ,pace ,pace,4
paco ,paco ,paco,4
pado ,pado ,pado,4
Pado ,pado ,pado,4
pafi ,pafi ,pafi,4
pafo ,pafo ,pafo,4
paga ,paga ,paga,4
paĝa ,paĝa ,paĝa,4
pagi ,pagi ,pagi,4
pago ,pago ,pago,4
paĝo ,paĝo ,paĝo,4
paki ,paki ,paki,4
pako ,pako ,pako,4
pala ,pala ,pala,4
pale ,pale ,pale,4
pano ,pano ,pano,4
papa ,papa ,papa,4
papo ,papo ,papo,4
para ,para ,para,4
pare ,pare ,pare,4
paro ,paro ,paro,4
pasi ,pasi ,pasi,4
paŝi ,paŝi ,paŝi,4
paso ,paso ,paso,4
paŝo ,paŝo ,paŝo,4
pato ,pato ,pato,4
pava ,pava ,pava,4
pavi ,pavi ,pavi,4
pavo ,pavo ,pavo,4
peĉi ,peĉi ,peĉi,4
peco ,peco ,peco,4
peĉo ,peĉo ,peĉo,4
pego ,pego ,pego,4
peka ,peka ,peka,4
peki ,peki ,peki,4
peko ,peko ,peko,4
peli ,peli ,peli,4
pene ,pene ,pene,4
peni ,peni ,peni,4
peno ,peno ,peno,4
pepi ,pepi ,pepi,4
pepo ,pepo ,pepo,4
pera ,pera ,pera,4
pere ,pere ,pere,4
peri ,peri ,peri,4
pesi ,pesi ,pesi,4
peso ,peso ,peso,4
peti ,peti ,peti,4
peto ,peto ,peto,4
peza ,peza ,peza,4
peze ,peze ,peze,4
pezi ,pezi ,pezi,4
pezo ,pezo ,pezo,4
PGKD ,pgkd ,pgkd,4
pico ,pico ,pico,4
piĉo ,piĉo ,piĉo,4
pigo ,pigo ,pigo,4
pika ,pika ,pika,4
pike ,pike ,pike,4
piki ,piki ,piki,4
piko ,piko ,piko,4
pilo ,pilo ,pilo,4
pino ,pino ,pino,4
pipo ,pipo ,pipo,4
piro ,piro ,piro,4
pisi ,pisi ,pisi,4
piva ,piva ,piva,4
pizo ,pizo ,pizo,4
plej ,plej ,plej,4
plia ,plia ,plia,4
plie ,plie ,plie,4
plua ,plua ,plua,4
plue ,plue ,plue,4
plui ,plui ,plui,4
plur ,plur ,plur,4
plus ,plus ,plus,4
PMEG ,pmeg ,pmeg,4
pobe ,pobe ,pobe,4
pobo ,pobo ,pobo,4
poĉi ,poĉi ,poĉi,4
poka ,poka ,poka,4
pola ,pola ,pola,4
Polo ,polo ,polo,4
pomo ,pomo ,pomo,4
popo ,popo ,popo,4
poro ,poro ,poro,4
poŝa ,poŝa ,poŝa,4
poŝo ,poŝo ,poŝo,4
post ,post ,post,4
poto ,poto ,poto,4
pova ,pova ,pova,4
povi ,povi ,povi,4
povo ,povo ,povo,4
pozi ,pozi ,pozi,4
pozo ,pozo ,pozo,4
pra- ,pra- ,pra-,4
praa ,praa ,praa,4
pruo ,pruo ,pruo,4
psio ,psio ,psio,4
ptm. ,ptm. ,ptm.,4
puba ,puba ,puba,4
pubo ,pubo ,pubo,4
puĉo ,puĉo ,puĉo,4
pudo ,pudo ,pudo,4
pufa ,pufa ,pufa,4
pufo ,pufo ,pufo,4
pugo ,pugo ,pugo,4
pulo ,pulo ,pulo,4
pumo ,pumo ,pumo,4
puna ,puna ,puna,4
puni ,puni ,puni,4
puno ,puno ,puno,4
pupo ,pupo ,pupo,4
pura ,pura ,pura,4
pure ,pure ,pure,4
pusi ,pusi ,pusi,4
puŝi ,puŝi ,puŝi,4
puso ,puso ,puso,4
puŝo ,puŝo ,puŝo,4
puto ,puto ,puto,4
rabi ,rabi ,rabi,4
rabo ,rabo ,rabo,4
rado ,rado ,rado,4
rago ,rago ,rago,4
raĝo ,raĝo ,raĝo,4
rajo ,rajo ,rajo,4
rako ,rako ,rako,4
ralo ,ralo ,ralo,4
rano ,rano ,rano,4
rapo ,rapo ,rapo,4
rara ,rara ,rara,4
rare ,rare ,rare,4
rasa ,rasa ,rasa,4
raso ,raso ,raso,4
rato ,rato ,rato,4
rava ,rava ,rava,4
ravi ,ravi ,ravi,4
ravo ,ravo ,ravo,4
razi ,razi ,razi,4
reao ,reao ,reao,4
Red. ,red. ,red.,4
reen ,reen ,reen,4
refi ,refi ,refi,4
refo ,refo ,refo,4
rega ,rega ,rega,4
reĝa ,reĝa ,reĝa,4
reĝe ,reĝe ,reĝe,4
regi ,regi ,regi,4
reĝi ,reĝi ,reĝi,4
rego ,rego ,rego,4
reĝo ,reĝo ,reĝo,4
reko ,reko ,reko,4
relo ,relo ,relo,4
remi ,remi ,remi,4
rena ,rena ,rena,4
reno ,reno ,reno,4
repo ,repo ,repo,4
ret- ,ret- ,ret-,4
reta ,reta ,reta,4
reto ,reto ,reto,4
reva ,reva ,reva,4
reve ,reve ,reve,4
revi ,revi ,revi,4
revo ,revo ,revo,4
ReVo ,revo ,revo,4
ribo ,ribo ,ribo,4
riĉa ,riĉa ,riĉa,4
riĉe ,riĉe ,riĉe,4
riĉo ,riĉo ,riĉo,4
ridi ,ridi ,ridi,4
rido ,rido ,rido,4
rifo ,rifo ,rifo,4
rigi ,rigi ,rigi,4
rigo ,rigo ,rigo,4
rilo ,rilo ,rilo,4
Rilo ,rilo ,rilo,4
rim. ,rim. ,rim.,4
rimi ,rimi ,rimi,4
rimo ,rimo ,rimo,4
ripo ,ripo ,ripo,4
rita ,rita ,rita,4
rito ,rito ,rito,4
rizo ,rizo ,rizo,4
robi ,robi ,robi,4
robo ,robo ,robo,4
rodi ,rodi ,rodi,4
rodo ,rodo ,rodo,4
roĥo ,roĥo ,roĥo,4
rojo ,rojo ,rojo,4
roka ,roka ,roka,4
roko ,roko ,roko,4
roli ,roli ,roli,4
rolo ,rolo ,rolo,4
roma ,roma ,roma,4
Romo ,romo ,romo,4
roso ,roso ,roso,4
roto ,roto ,roto,4
roza ,roza ,roza,4
rozo ,rozo ,rozo,4
rpk. ,rpk. ,rpk.,4
rubo ,rubo ,rubo,4
rufa ,rufa ,rufa,4
ruĝa ,ruĝa ,ruĝa,4
ruĝo ,ruĝo ,ruĝo,4
ruĵo ,ruĵo ,ruĵo,4
rula ,rula ,rula,4
ruli ,ruli ,ruli,4
rulo ,rulo ,rulo,4
rume ,rume ,rume,4
rumo ,rumo ,rumo,4
runa ,runa ,runa,4
runo ,runo ,runo,4
rura ,rura ,rura,4
Ruro ,ruro ,ruro,4
ruro ,ruro ,ruro,4
rusa ,rusa ,rusa,4
ruse ,ruse ,ruse,4
ruso ,ruso ,ruso,4
Ruso ,ruso ,ruso,4
ruŝo ,ruŝo ,ruŝo,4
ruto ,ruto ,ruto,4
Ruto ,ruto ,ruto,4
ruza ,ruza ,ruza,4
ruze ,ruze ,ruze,4
ruzi ,ruzi ,ruzi,4
ruzo ,ruzo ,ruzo,4
S-ta ,s-ta ,s-ta,4
ŝafa ,ŝafa ,ŝafa,4
Ŝafo ,ŝafo ,ŝafo,4
ŝafo ,ŝafo ,ŝafo,4
saĝa ,saĝa ,saĝa,4
saĝe ,saĝe ,saĝe,4
sagi ,sagi ,sagi,4
sago ,sago ,sago,4
saĝo ,saĝo ,saĝo,4
ŝaho ,ŝaho ,ŝaho,4
ŝak! ,ŝak! ,ŝak!,4
ŝaki ,ŝaki ,ŝaki,4
sako ,sako ,sako,4
ŝako ,ŝako ,ŝako,4
sala ,sala ,sala,4
sali ,sali ,sali,4
salo ,salo ,salo,4
ŝalo ,ŝalo ,ŝalo,4
sama ,sama ,sama,4
same ,same ,same,4
sami ,sami ,sami,4
samo ,samo ,samo,4
ŝamo ,ŝamo ,ŝamo,4
sana ,sana ,sana,4
sane ,sane ,sane,4
sani ,sani ,sani,4
sano ,sano ,sano,4
sapo ,sapo ,sapo,4
sata ,sata ,sata,4
Sati ,sati ,sati,4
sati ,sati ,sati,4
ŝati ,ŝati ,ŝati,4
sato ,sato ,sato,4
ŝato ,ŝato ,ŝato,4
savi ,savi ,savi,4
savo ,savo ,savo,4
scie ,scie ,scie,4
scii ,scii ,scii,4
scio ,scio ,scio,4
sebo ,sebo ,sebo,4
sedo ,sedo ,sedo,4
ŝedo ,ŝedo ,ŝedo,4
segi ,segi ,segi,4
seĝo ,seĝo ,seĝo,4
sek. ,sek. ,sek.,4
seka ,seka ,seka,4
seke ,seke ,seke,4
seli ,seli ,seli,4
ŝeli ,ŝeli ,ŝeli,4
selo ,selo ,selo,4
ŝelo ,ŝelo ,ŝelo,4
sema ,sema ,sema,4
semi ,semi ,semi,4
semo ,semo ,semo,4
sen- ,sen- ,sen-,4
sepa ,sepa ,sepa,4
sepe ,sepe ,sepe,4
